type,title,rights,ispublished,full_text_status,pres_type,keywords,note,abstract,date_type,date,event_title,event_location,event_dates,event_type,id_number,institution,department,refereed,book_title,official_url,Attribute:id,publisher,publication,volume,pagerange,issn,succeeds,isbn,referencetext,place_of_pub,pages,grado,thesis_type,master_title,item_issues_count,number,monograph_type,series
conference_item,Leveraging Semantics to Improve Reproducibility in Scientific Workflows,none,unpub,public,paper,,oeg,"Reproducibility of published results is a cornerstone in scientific publishing and progress. Therefore, the scientific community has been encouraging authors and editors to publish their contributions in a verifiable and understandable way. Efforts such as the Reproducibility Initiative [1], or the Reproducibility Projects on Biology [2] and Psychology [3] domains, have been defining standards and patterns to assess whether an experimental result is reproducible.",published,2014,reproducibility@XSEDE: An XSEDE14 Workshop,"Atlanta, GA",14 Julio 2014,conference,,Informatica,Inteligencia_Artificial,TRUE,---,https://www.xsede.org/web/reproducibility,http://oa.upm.es/id/eprint/26312,,,,,,,,,,,,,,0,,,
conference_item,A Recommendation Framework Based on the Analytic Network Process and its Application in the Semantic Technology Domain,none,pub,public,paper,,oeg,"When users face a certain problem needing a product, service, or action to solve it, selecting the best alternative among them can be a dicult task due to the uncertainty of their quality. This is especially the case in the domains where users do not have an expertise, like for example in Software Engineering.
Multiple criteria decision making (MCDM) methods are methods that help making better decisions when facing the complex problem of selecting the best solution among a group of alternatives that can be compared according to different conflicting criteria. In MCDM problems, alternatives represent concrete products, services or actions that will help in achieving a goal, while criteria represent the characteristics of these alternatives that are important for making a decision.",published,2013-09,CAEPIA 2013 : XV Conference of the Spanish Association for Artificial Intelligence,Madrid,17 - 20 Septiembre 2013,conference,,Informatica,Inteligencia_Artificial,TRUE,CAEPIA 2013 : XV Conference of the Spanish Association for Artificial Intelligence,,http://oa.upm.es/id/eprint/20660,,,,,,,,,,,,,,0,,,
conference_item,Detecting common scientific workflow fragments using templates and execution provenance,none,unpub,public,paper,"Scientic workflow, provenance, abstraction, Wings",oeg,"Provenance plays a major role when understanding and reusing the methods applied in a scientic experiment, as it provides a record of inputs, the processes carried out and the use and generation of intermediate and nal results. In the specic case of in-silico scientic experiments, a large variety of scientic workflow systems (e.g., Wings, Taverna, Galaxy, Vistrails) have been created to support scientists. All of these systems produce some sort of provenance about the executions of the workflows that encode scientic experiments. However, provenance is normally recorded at a very low level of detail, which complicates the understanding of what happened during execution. In this paper we propose an approach to automatically obtain abstractions from low-level provenance data by finding common workflow fragments on workflow execution provenance and relating them to templates. We have tested our approach with a dataset of workflows published by the Wings workflow system. Our results show that by using these kinds of abstractions we can highlight the most common abstract methods used in the executions of a repository, relating different runs and workflow templates with each other.",published,2013-07,"K-Cap 2013.- The Seventh International Conference on Knowledge Capture | Banff, Alberta, Canada","Banff, Canada",23-26 June 2013,conference,,Informatica,Inteligencia_Artificial,TRUE,The Seventh International Conference on Knowledge Capture 2013,,http://oa.upm.es/id/eprint/15021,,,,,,,,,,,,,,0,,,
article,"OPPL-Galaxy, a Galaxy tool for enhancing ontology exploitation as part of bioinformatics workflows",none,pub,public,,,oeg,"Biomedical ontologies are key elements for building up the Life Sciences Semantic Web. Reusing and building biomedical ontologies requires flexible and versatile tools to manipulate them efficiently, in particular for enriching their axiomatic content. The Ontology Pre Processor Language (OPPL) is an OWL-based language for automating the changes to be performed in an ontology. OPPL augments the ontologists’ toolbox by providing a more efficient, and less error-prone, mechanism for enriching a biomedical ontology than that obtained by a manual treatment.

Results

We present OPPL-Galaxy, a wrapper for using OPPL within Galaxy. The functionality delivered by OPPL (i.e. automated ontology manipulation) can be combined with the tools and workflows devised within the Galaxy framework, resulting in an enhancement of OPPL. Use cases are provided in order to demonstrate OPPL-Galaxy’s capability for enriching, modifying and querying biomedical ontologies.

Conclusions

Coupling OPPL-Galaxy with other bioinformatics tools of the Galaxy framework results in a system that is more than the sum of its parts. OPPL-Galaxy opens a new dimension of analyses and exploitation of biomedical ontologies, including automated reasoning, paving the way towards advanced biological data analyses.",published,2013-01-04,,,,,,Informatica,Inteligencia_Artificial,TRUE,,http://www.jbiomedsem.com/content/4/1/2,http://oa.upm.es/id/eprint/15232,,Journal of Biomedical Semantics,,,,,,,,,,,,0,,,
conference_item,PROV-O: The PROV Ontology Tutorial,none,pub,public,other,,oeg,"Provenance is key for describing the evolution of a resource, the entity responsible for its changes and how these changes affect its final state. A proper description of the provenance of a resource shows who has its attribution and can help resolving whether it can be trusted or not. This tutorial will provide an overview of the W3C PROV data model and its serialization as an OWL ontology. The tutorial will incrementally explain the features of the PROV data model, from the core starting terms to the most complex concepts. Finally, the tutorial will show the relation between PROV-O and the Dublin Core Metadata terms.",published,2013,International Conference on Dublin Core and Metadata Applications,"Lisboa, Portugal","November 9 - 12, 2013",conference,,Informatica,Inteligencia_Artificial,TRUE,Proceedings of International Conference on Dublin Core and Metadata Applications DC-2013,,http://oa.upm.es/id/eprint/21511,,,,,,,,,,,,,,0,,,
conference_item,Research Objects,none,pub,public,other,,oeg,"In the domain of eScience, investigations are increasingly collaborative. Most scientific and engineering domains benefit from building on top of the outputs of other research: By sharing information to reason over and data to incorporate in the modelling task at hand. This raises the need to provide means for preserving and sharing entire eScience workflows and processes for later reuse. It is required to define which information is to be collected, create means to preserve it and approaches to enable and validate the re-execution of a preserved process. This includes and goes beyond preserving the data used in the experiments, as the process underlying its creation and use is essential. This tutorial thus provides an introduction to the problem domain and discusses solutions for the curation of eScience processes.",published,2013,"International Conference on Theory and Practice of Digital Libraries, TPDL 2013","Valletta, Malta","September 22-26, 2013",conference,,Informatica,Inteligencia_Artificial,TRUE,Research and Advanced Technology for Digital Libraries,,http://oa.upm.es/id/eprint/21510,,,,,,,978-3-642-40500-6,,,,,,,0,,,
article,Quantifying Reproducibility in Computational Biology: The Case of the Tuberculosis Drugome,none,pub,public,,,oeg,"How easy is it to reproduce the results found in a typical computational biology paper? Either through experience or intuition the reader will already know that the answer is with difficulty or not at all. In this paper we attempt to quantify this difficulty by reproducing a previously published paper for different classes of users (ranging from users with little expertise to domain experts) and suggest ways in which the situation might be improved. Quantification is achieved by estimating the time required to reproduce each of the steps in the method described in the original paper and make them part of an explicit workflow that reproduces the original results. Reproducing the method took several months of effort, and required using new versions and new software that posed challenges to reconstructing and validating the results. The quantification leads to “reproducibility maps” that reveal that novice researchers would only be able to reproduce a few of the steps in the method, and that only expert researchers with advance knowledge of the domain would be able to reproduce the method in its entirety. The workflow itself is published as an online resource together with supporting software and data. The paper concludes with a brief discussion of the complexities of requiring reproducibility in terms of cost versus benefit, and a desiderata with our observations and guidelines for improving reproducibility. This has implications not only in reproducing the work of others from published papers, but reproducing work from one’s own laboratory.",published,2013,,,,,10.1371/journal.pone.0080278,Informatica,Inteligencia_Artificial,TRUE,,http://www.plosone.org/article/info%3Adoi%2F10.1371%2Fjournal.pone.0080278,http://oa.upm.es/id/eprint/21853,,Plos one,,,1932-6203,,,,,,,,,0,,,
conference_item,The Current Landscape of Pitfalls in Ontologies,none,pub,public,paper,,oeg,"A growing number of ontologies are already available thanks to development initiatives in many different
fields. In such ontology developments, developers must tackle a wide range of difficulties and handicaps,
which can result in the appearance of anomalies in the resulting ontologies. Therefore, ontology evaluation
plays a key role in ontology development projects. OOPS! is an on-line tool that automatically detects pitfalls,
considered as potential errors or problems, and thus may help ontology developers to improve their ontologies.
To gain insight in the existence of pitfalls and to assess whether there are differences among ontologies
developed by novices, a random set of already scanned ontologies, and existing well-known ones, data of 406
OWL ontologies were analysed on OOPS!’s 21 pitfalls, of which 24 ontologies were also examined manually
on the detected pitfalls. The various analyses performed show only minor differences between the three sets
of ontologies, therewith providing a general landscape of pitfalls in ontologies.",published,2013,5th International Conference on Knowledge Engineering and Ontology Development (KEOD2013),"Vilamoura, Algarve, Portugal",19 - 22 September 2013,conference,,Informatica,Inteligencia_Artificial,TRUE,KEOD2013 Proceedings,,http://oa.upm.es/id/eprint/21895,,,,,,,,,,,,,,0,,,
article,MPEG-M: A Digital Media Ecosystem for Interoperable Applications,none,pub,public,,,oeg,"MPEG-M is a suite of ISO/IEC standards (ISO/IEC 23006) that has been developed under the auspices of Moving Picture Experts Group (MPEG). MPEG-M, also known as Multimedia Service Platform Technologies (MSPT), facilitates a collection of multimedia middleware APIs and elementary services as well as service aggregation so that service providers can offer users a plethora of innovative services by extending current IPTV technology toward the seamless integration of personal content creation and distribution, e-commerce, social networks and Internet distribution of digital media.",published,2013,,,,,,Informatica,Inteligencia_Artificial,TRUE,,,http://oa.upm.es/id/eprint/21513,,Signal Processing: Image Communication,,,0923-5965,,,,,,,,,0,,,
conference_item,Multilingual Variation in the context of Linked Data,none,pub,public,paper,,oeg,"In this paper we present a revisited classification of term variation in the light of the Linked Data initiative. Linked Data refers to a set of best practices for publishing and connecting structured data on the Web with the idea of transforming it into a global graph. One of the crucial steps of this initiative is the linking step, in which datasets in one or more languages need to be linked or connected with one another. We claim that the linking process would be facilitated if datasets are enriched with lexical and terminological information. Being that the final aim, we propose a classification of lexical, terminological and semantic variants that will become part of a model of linguistic descriptions that is currently being proposed within the framework of the W3C Ontology-Lexica Community Group to enrich ontologies and Linked Data vocabularies. Examples of modeling solutions of the different types of variants are also provided.",published,2013,10th International Conference on Terminology and Artificial Intelligence (TIA'13),"Villetaneuse, Francia","October 28-30, 2013",conference,,Informatica,Inteligencia_Artificial,TRUE,Proceedings of 10th International Conference on Terminology and Artificial Intelligence (TIA'13),,http://oa.upm.es/id/eprint/21494,,,,,,,,,,,,,,0,,,
article,Characterising social media users by gender and place of residence,by-nc-nd,unpub,public,,Demographics; Genre; Pace of residence; Social media analysis; Users,Ontology Engineering Group  OEG,"Characterising users through demographic attributes is a necessary step before conducting opinion surveys from information published by such users in social media. In this paper, we describe, compare and evaluate different techniques for the identification of the attributes ""gender""' and ""place of residence"" by mining the metadata associated to the users, the content published and shared by themselves, and their friendship networks. The results obtained show that the social network is a valuable source of information for obtaining the sociodemographic attributes of single users.",published,2013,,,,,,Informatica,Inteligencia_Artificial,TRUE,,http://journal.sepln.org/sepln/ojs/ojs/index.php/pln/issue/archive,http://oa.upm.es/id/eprint/38076,Sociedad Española Para el Procesamiento del Lenguaje Natural,Revista de Procesamiento de Lenguaje Natural,51,57-64,1135-5948,,,,,,,,,,,,
conference_item,"Detecting Good Practices and Pitfalls when Publishing
Vocabularies on the Web",none,pub,public,paper,,oeg,"The uptake of Linked Data (LD) has promoted the proliferation of datasets and their associated ontologies bringing their semantic to the data being published. These ontologies should be evaluated at different stages, both during their development and their publication. As important as correctly modelling the intended part of the world to be captured in an ontology, is publishing, sharing and facilitating the (re)use of the obtained model. In this paper, 11 evaluation characteristics, with respect to publish, share and facilitate the reuse, are proposed. In particular, 6 good practices and 5 pitfalls are presented, together with their associated detection methods. In addition, a grid-based rating system is generated. Both contributions, the set of evaluation characteristics and the grid system, could be useful for ontologists in order to reuse existing LD vocabularies or to check the one being built.",published,2013,WOP 2013 – Workshop on Ontology Patterns at the 12th International Semantic Web Conference (ISWC 2013),"Sydney, Australia",21 October 2013,conference,,Informatica,Inteligencia_Artificial,TRUE,Proceedings of the WOP 2013,,http://oa.upm.es/id/eprint/21896,CEUR,,,,,,1613-0073,,,,,,,0,,,
